id,state,gender,median_home_val,hvp1,pobc1,pobc2,avggift,target_d,median_household_income,ic2,ic3,ic4,ic5,ic2_,quantile_ic3
147835,CA,Female,3694.0,97,25,41,32,20.0,421,611.0,601,666.0,28021.0,Moderate,"(479.75, 1311.0]"
5532,MD,Male,1690.0,29,4,30,9,15.0,598,655.0,653,700.0,24959.0,Moderate,"(479.75, 1311.0]"
128857,TX,Male,438.0,0,23,47,26,15.0,213,213.0,265,264.0,7722.0,Low,"(-0.001, 287.0]"
40058,FL,Female,1187.0,12,12,11,11,25.0,400,448.0,438,469.0,21608.0,Moderate,"(365.0, 479.75]"
179377,WA,Female,1617.0,29,4,59,7,10.0,398,414.0,457,490.0,14123.0,Moderate,"(365.0, 479.75]"
166207,CA,Male,1367.0,4,2,57,6,9.0,342,329.0,359,355.0,14197.0,Low,"(287.0, 365.0]"
124227,TX,U,267.0,0,0,69,13,25.0,121,72.0,169,94.0,4567.0,Low,"(-0.001, 287.0]"
7173,TN,Female,854.0,0,0,58,17,32.0,321,389.0,372,427.0,16171.0,Moderate,"(365.0, 479.75]"
85152,MN,Male,493.0,1,1,87,12,10.0,244,311.0,314,395.0,12517.0,Low,"(287.0, 365.0]"
32807,FL,Male,700.0,0,9,44,5,5.0,327,360.0,355,375.0,11551.0,Low,"(287.0, 365.0]"
268,FL,Female,1765.0,44,14,8,22,33.0,327,465.0,442,562.0,27674.0,Moderate,"(365.0, 479.75]"
109514,LA,Male,0.0,0,0,0,5,6.0,0,0.0,0,0.0,0.0,Low,"(-0.001, 287.0]"
181644,WA,Female,929.0,8,5,47,8,12.0,327,369.0,314,352.0,12995.0,Low,"(287.0, 365.0]"
62585,NC,Female,581.0,1,0,90,14,25.0,231,267.0,288,332.0,11794.0,Low,"(287.0, 365.0]"
163354,CA,Female,4313.0,98,16,54,11,10.0,748,783.0,752,811.0,27850.0,High,"(479.75, 1311.0]"
98672,IL,Male,470.0,0,1,91,4,5.0,274,313.0,282,337.0,11192.0,Low,"(-0.001, 287.0]"
190614,CO,Female,1159.0,0,6,28,6,3.0,572,557.0,574,561.0,17337.0,Moderate,"(479.75, 1311.0]"
155607,CA,Female,3152.0,81,10,45,34,38.0,853,891.0,908,950.0,35415.0,High,"(479.75, 1311.0]"
161804,CA,Male,1137.0,5,27,54,9,5.0,348,362.0,425,444.0,11621.0,Low,"(365.0, 479.75]"
11348,FL,Male,912.0,8,6,14,12,5.0,313,370.0,379,442.0,18554.0,Low,"(365.0, 479.75]"
111380,AR,Male,332.0,0,0,84,7,10.0,219,257.0,261,296.0,9763.0,Low,"(-0.001, 287.0]"
86578,ND,Male,247.0,0,1,87,5,15.0,195,220.0,231,259.0,8189.0,Low,"(-0.001, 287.0]"
157904,CA,Female,2190.0,63,16,43,6,6.0,611,655.0,669,709.0,23641.0,Moderate,"(479.75, 1311.0]"
140924,NV,Male,1117.0,3,6,28,6,7.0,461,461.0,461,450.0,16614.0,Moderate,"(365.0, 479.75]"
32972,FL,Female,814.0,1,3,46,10,12.0,268,282.0,298,312.0,10427.0,Low,"(287.0, 365.0]"
149541,CA,Female,1814.0,27,40,43,10,10.0,328,418.0,380,410.0,10846.0,Moderate,"(365.0, 479.75]"
182604,WA,Female,403.0,0,8,63,20,15.0,195,288.0,237,365.0,11859.0,Low,"(-0.001, 287.0]"
103876,MO,Female,613.0,0,2,64,10,20.0,264,323.0,300,357.0,12334.0,Low,"(287.0, 365.0]"
65999,MI,Male,2712.0,81,13,44,18,25.0,1022,1144.0,989,1079.0,49631.0,Very High,"(479.75, 1311.0]"
104394,KS,Female,958.0,8,3,45,7,10.0,467,499.0,525,582.0,18211.0,Moderate,"(479.75, 1311.0]"
117524,TN,Female,1129.0,12,8,43,20,25.0,332,445.0,429,537.0,22706.0,Moderate,"(365.0, 479.75]"
147904,CA,Female,4984.0,98,24,41,12,50.0,630,702.0,734,777.0,27747.0,Moderate,"(479.75, 1311.0]"
105815,KS,Male,452.0,0,4,62,14,20.0,270,300.0,297,324.0,11198.0,Low,"(287.0, 365.0]"
31778,FL,Male,986.0,11,2,26,20,25.0,485,495.0,530,539.0,18013.0,Moderate,"(479.75, 1311.0]"
112084,AR,Male,655.0,3,1,31,14,14.0,215,247.0,267,305.0,12067.0,Low,"(-0.001, 287.0]"
58850,KY,Male,459.0,0,0,81,3,6.0,133,195.0,237,258.0,13898.0,Low,"(-0.001, 287.0]"
185901,TX,Male,674.0,2,0,57,5,10.0,317,402.0,458,553.0,19769.0,Moderate,"(365.0, 479.75]"
134566,UT,Female,728.0,2,2,54,10,10.0,265,304.0,315,339.0,8896.0,Low,"(287.0, 365.0]"
185819,CA,Male,4153.0,91,13,41,12,13.0,580,886.0,640,891.0,35520.0,High,"(479.75, 1311.0]"
3985,TX,Female,348.0,0,3,87,10,12.0,197,223.0,239,265.0,7978.0,Low,"(-0.001, 287.0]"
23321,SC,Female,869.0,4,0,68,7,10.0,426,505.0,465,511.0,17534.0,Moderate,"(365.0, 479.75]"
158978,CA,Male,1876.0,24,25,46,10,15.0,393,404.0,419,450.0,11692.0,Moderate,"(365.0, 479.75]"
14388,FL,Male,865.0,3,7,21,6,10.0,341,387.0,392,432.0,15630.0,Moderate,"(365.0, 479.75]"
12779,CA,Male,666.0,1,14,47,8,10.0,213,253.0,268,288.0,8943.0,Low,"(-0.001, 287.0]"
39667,FL,Male,809.0,8,10,32,13,15.0,358,389.0,411,446.0,16099.0,Moderate,"(365.0, 479.75]"
163731,CA,Male,4763.0,97,26,42,9,11.0,502,534.0,551,609.0,24002.0,Moderate,"(479.75, 1311.0]"
156457,CA,Female,0.0,0,0,0,15,25.0,0,0.0,0,0.0,0.0,Low,"(-0.001, 287.0]"
100369,MO,Female,987.0,1,2,76,28,28.0,296,354.0,344,412.0,17097.0,Low,"(287.0, 365.0]"
46201,FL,Male,2444.0,70,8,33,15,15.0,729,780.0,737,782.0,28668.0,High,"(479.75, 1311.0]"
118182,TX,Male,503.0,1,1,71,4,5.0,213,255.0,262,292.0,9495.0,Low,"(-0.001, 287.0]"
67,NM,Female,1004.0,0,2,32,5,5.0,189,247.0,236,313.0,12667.0,Low,"(-0.001, 287.0]"
116951,TX,Female,1565.0,0,9,27,6,6.0,717,780.0,704,784.0,27276.0,High,"(479.75, 1311.0]"
160032,CA,Female,872.0,0,7,62,20,25.0,294,307.0,343,356.0,12433.0,Low,"(287.0, 365.0]"
60694,IN,Female,501.0,2,2,61,20,25.0,305,374.0,354,399.0,13073.0,Low,"(287.0, 365.0]"
80387,WI,Female,331.0,0,2,90,4,5.0,154,237.0,217,273.0,10270.0,Low,"(-0.001, 287.0]"
158143,CA,Male,620.0,1,2,60,12,16.0,236,270.0,279,309.0,10406.0,Low,"(-0.001, 287.0]"
25277,SC,Male,747.0,0,1,35,15,17.0,369,457.0,396,488.0,18371.0,Moderate,"(365.0, 479.75]"
179454,WA,Female,936.0,1,22,48,9,20.0,237,304.0,257,308.0,9875.0,Low,"(-0.001, 287.0]"
145899,NC,Female,1491.0,22,1,42,14,20.0,396,489.0,472,566.0,26286.0,Moderate,"(365.0, 479.75]"
183790,WA,Female,756.0,6,1,57,8,14.0,333,372.0,391,430.0,14127.0,Low,"(365.0, 479.75]"
119538,TX,Female,487.0,0,17,59,9,16.0,217,222.0,247,262.0,10468.0,Low,"(-0.001, 287.0]"
24991,SC,Male,651.0,1,1,73,7,11.0,310,345.0,337,382.0,12428.0,Low,"(287.0, 365.0]"
113501,OK,Female,693.0,0,3,54,5,5.0,404,479.0,439,486.0,16698.0,Moderate,"(365.0, 479.75]"
185353,CA,Female,1063.0,10,26,38,3,3.0,150,148.0,206,223.0,6871.0,Low,"(-0.001, 287.0]"
72308,MI,Female,609.0,0,2,87,19,46.0,403,424.0,422,466.0,14455.0,Moderate,"(365.0, 479.75]"
110519,LA,Male,732.0,0,1,71,10,17.0,366,374.0,432,459.0,16287.0,Low,"(365.0, 479.75]"
124193,TX,U,439.0,0,1,72,5,6.0,268,301.0,307,341.0,10164.0,Low,"(287.0, 365.0]"
181526,WA,Female,871.0,2,2,51,9,13.0,339,355.0,363,384.0,11889.0,Low,"(287.0, 365.0]"
2796,AK,Male,682.0,3,3,29,15,25.0,374,423.0,416,469.0,17213.0,Moderate,"(365.0, 479.75]"
67954,MI,Female,313.0,0,1,76,16,35.0,159,256.0,220,274.0,7661.0,Low,"(-0.001, 287.0]"
93809,IL,Male,1059.0,0,15,75,7,10.0,334,513.0,392,528.0,17632.0,Moderate,"(365.0, 479.75]"
109520,LA,Male,687.0,0,0,79,9,15.0,257,310.0,291,328.0,10271.0,Low,"(287.0, 365.0]"
76051,IA,Male,397.0,0,2,20,14,20.0,248,270.0,296,313.0,10348.0,Low,"(287.0, 365.0]"
145521,CA,Female,2516.0,80,15,40,13,16.0,595,649.0,641,691.0,22684.0,Moderate,"(479.75, 1311.0]"
87533,MT,Female,747.0,3,1,54,11,5.0,289,318.0,347,387.0,14744.0,Low,"(287.0, 365.0]"
82026,WI,Female,506.0,0,0,81,8,12.0,270,323.0,326,346.0,12940.0,Low,"(287.0, 365.0]"
97055,IL,Female,412.0,0,0,84,9,22.0,311,354.0,342,380.0,13227.0,Low,"(287.0, 365.0]"
74701,MI,Female,360.0,1,1,70,9,20.0,206,239.0,233,267.0,9463.0,Low,"(-0.001, 287.0]"
183374,WA,Male,423.0,1,24,43,4,10.0,208,229.0,261,296.0,9445.0,Low,"(-0.001, 287.0]"
28565,GA,Female,745.0,1,17,39,5,7.0,304,275.0,353,342.0,14465.0,Low,"(287.0, 365.0]"
139628,NM,Male,691.0,0,1,46,17,20.0,284,294.0,319,337.0,11852.0,Low,"(287.0, 365.0]"
113686,OK,U,657.0,0,5,34,10,15.0,358,366.0,357,366.0,10889.0,Low,"(287.0, 365.0]"
123862,TX,Female,978.0,1,7,43,4,3.0,428,559.0,475,609.0,23102.0,Moderate,"(365.0, 479.75]"
151629,CA,Female,1586.0,10,12,32,9,15.0,308,321.0,337,369.0,11913.0,Low,"(287.0, 365.0]"
5404,LA,U,587.0,0,0,75,17,10.0,291,302.0,317,331.0,10789.0,Low,"(287.0, 365.0]"
150516,CA,Female,3304.0,82,42,37,24,25.0,567,614.0,629,669.0,21745.0,Moderate,"(479.75, 1311.0]"
31911,VA,Female,800.0,1,0,63,4,5.0,294,358.0,333,376.0,13480.0,Low,"(287.0, 365.0]"
2379,MI,Male,1596.0,31,3,71,10,10.0,549,603.0,631,672.0,23345.0,Moderate,"(479.75, 1311.0]"
151455,CA,Female,2105.0,55,47,36,15,20.0,301,314.0,372,395.0,13279.0,Low,"(365.0, 479.75]"
90499,IL,Female,1480.0,25,16,51,7,10.0,560,684.0,635,718.0,22088.0,Moderate,"(479.75, 1311.0]"
177307,OR,Female,585.0,1,4,42,9,10.0,216,266.0,255,292.0,10423.0,Low,"(-0.001, 287.0]"
65423,MI,Female,1033.0,0,5,72,10,10.0,488,611.0,565,651.0,22157.0,Moderate,"(479.75, 1311.0]"
95800,IL,Male,340.0,0,5,58,10,20.0,147,178.0,217,252.0,7173.0,Low,"(-0.001, 287.0]"
91965,IL,Female,1708.0,11,21,70,12,16.0,342,413.0,374,455.0,21795.0,Moderate,"(365.0, 479.75]"
104721,KS,Female,1419.0,13,1,29,7,10.0,694,698.0,766,777.0,25024.0,Moderate,"(479.75, 1311.0]"
165177,CA,Female,2698.0,89,27,49,10,5.0,563,593.0,572,599.0,18228.0,Moderate,"(479.75, 1311.0]"
156929,CA,U,2688.0,88,5,37,8,15.0,306,367.0,418,449.0,24944.0,Low,"(365.0, 479.75]"
52549,TN,Male,556.0,1,0,81,13,30.0,202,346.0,270,389.0,14382.0,Low,"(-0.001, 287.0]"
51706,TN,Male,972.0,16,0,71,11,15.0,193,278.0,281,318.0,8716.0,Low,"(-0.001, 287.0]"
117969,TX,Female,498.0,0,1,62,7,9.0,227,278.0,282,315.0,10907.0,Low,"(-0.001, 287.0]"
2235,FL,Male,878.0,10,4,6,10,12.0,285,331.0,349,410.0,16534.0,Low,"(287.0, 365.0]"
161023,CA,Male,883.0,1,8,59,14,20.0,281,333.0,315,362.0,11791.0,Low,"(287.0, 365.0]"
139887,NM,Female,670.0,2,2,52,11,20.0,231,287.0,282,290.0,9443.0,Low,"(-0.001, 287.0]"
186212,NM,Male,589.0,0,5,45,8,7.0,270,317.0,292,325.0,10889.0,Low,"(287.0, 365.0]"
162759,CA,Female,2620.0,82,48,36,14,18.0,481,490.0,519,523.0,16047.0,Moderate,"(479.75, 1311.0]"
95654,IL,Male,677.0,0,2,71,10,20.0,426,466.0,442,489.0,18718.0,Moderate,"(365.0, 479.75]"
101774,MO,Female,464.0,0,1,64,8,8.0,164,257.0,224,285.0,9685.0,Low,"(-0.001, 287.0]"
21710,NC,Male,600.0,1,2,64,9,10.0,257,308.0,292,349.0,12433.0,Low,"(287.0, 365.0]"
65565,MI,Female,707.0,0,13,73,4,10.0,282,393.0,383,474.0,15832.0,Moderate,"(365.0, 479.75]"
171631,CA,Female,1537.0,19,13,58,11,10.0,495,509.0,528,544.0,17689.0,Moderate,"(479.75, 1311.0]"
24869,SC,Female,682.0,2,3,63,8,8.0,366,464.0,421,498.0,14538.0,Moderate,"(365.0, 479.75]"
129846,SD,Male,867.0,2,1,51,12,11.0,483,492.0,524,536.0,18757.0,Moderate,"(479.75, 1311.0]"
150379,CA,Female,1943.0,45,12,54,20,20.0,312,353.0,355,381.0,16083.0,Low,"(287.0, 365.0]"
36590,FL,Male,1037.0,0,44,27,10,10.0,439,456.0,511,529.0,18050.0,Moderate,"(479.75, 1311.0]"
59744,IN,Female,595.0,0,0,77,9,16.0,284,317.0,333,406.0,13860.0,Low,"(287.0, 365.0]"
31893,IL,Female,375.0,8,6,13,20,20.0,267,270.0,295,296.0,8354.0,Low,"(287.0, 365.0]"
46884,AL,Female,397.0,1,0,74,9,15.0,229,329.0,336,386.0,13233.0,Low,"(287.0, 365.0]"
66745,MI,Female,584.0,0,4,68,15,5.0,283,386.0,307,386.0,14843.0,Moderate,"(287.0, 365.0]"
10709,WA,Female,534.0,1,1,48,13,23.0,206,231.0,248,272.0,9104.0,Low,"(-0.001, 287.0]"
73984,MI,Male,362.0,0,1,91,9,10.0,209,235.0,246,275.0,8558.0,Low,"(-0.001, 287.0]"
27597,GA,Male,991.0,3,2,46,5,9.0,493,506.0,532,548.0,17344.0,Moderate,"(479.75, 1311.0]"
150587,CA,U,1805.0,33,11,58,10,20.0,398,394.0,441,447.0,14703.0,Moderate,"(365.0, 479.75]"
187191,GA,Female,2639.0,68,3,39,15,25.0,436,594.0,584,764.0,35502.0,Moderate,"(479.75, 1311.0]"
85357,MN,Female,476.0,0,2,80,10,15.0,202,274.0,236,304.0,10581.0,Low,"(-0.001, 287.0]"
156866,CA,Male,3393.0,97,6,50,20,25.0,537,553.0,589,580.0,22083.0,Moderate,"(479.75, 1311.0]"
164513,AE,Female,0.0,0,0,0,12,50.0,0,0.0,0,0.0,0.0,Low,"(-0.001, 287.0]"
163369,CA,Female,2250.0,99,44,16,6,6.0,181,159.0,192,167.0,11346.0,Low,"(-0.001, 287.0]"
551,TX,Female,340.0,1,3,80,15,20.0,180,227.0,235,279.0,9343.0,Low,"(-0.001, 287.0]"
18750,NC,Female,482.0,1,0,72,12,20.0,302,328.0,396,462.0,15573.0,Low,"(365.0, 479.75]"
81277,WI,Female,322.0,0,0,84,15,25.0,233,258.0,291,320.0,10317.0,Low,"(287.0, 365.0]"
128121,TX,Female,655.0,0,1,72,9,10.0,406,432.0,430,481.0,16426.0,Moderate,"(365.0, 479.75]"
84199,MN,Female,908.0,0,0,79,5,5.0,487,482.0,499,493.0,14526.0,Moderate,"(479.75, 1311.0]"
183476,WA,Female,718.0,3,4,59,11,25.0,471,508.0,497,541.0,18190.0,Moderate,"(479.75, 1311.0]"
162994,CA,Male,2750.0,75,34,20,10,10.0,252,332.0,302,392.0,19558.0,Low,"(287.0, 365.0]"
32040,GA,Male,397.0,1,0,91,9,20.0,184,219.0,237,285.0,9831.0,Low,"(-0.001, 287.0]"
65968,MI,Male,1040.0,4,0,56,7,9.0,220,309.0,256,278.0,14610.0,Low,"(-0.001, 287.0]"
135896,Arizona,Male,675.0,17,2,7,6,2.0,186,238.0,207,265.0,11355.0,Low,"(-0.001, 287.0]"
46461,FL,Male,719.0,0,2,36,11,12.0,381,398.0,389,410.0,13552.0,Moderate,"(365.0, 479.75]"
2396,FL,Female,588.0,1,10,21,8,5.0,233,249.0,254,266.0,10309.0,Low,"(-0.001, 287.0]"
93500,IL,Female,1053.0,0,20,73,8,10.0,368,419.0,402,465.0,15176.0,Moderate,"(365.0, 479.75]"
90899,IL,Female,419.0,0,0,72,12,17.0,279,295.0,296,303.0,7285.0,Low,"(287.0, 365.0]"
116542,TX,U,481.0,1,0,79,15,20.0,172,218.0,227,264.0,9264.0,Low,"(-0.001, 287.0]"
29868,GA,Female,803.0,2,3,49,20,25.0,397,407.0,432,441.0,15380.0,Moderate,"(365.0, 479.75]"
171521,CA,Female,886.0,6,12,58,5,6.0,318,339.0,360,388.0,12332.0,Low,"(287.0, 365.0]"
18953,NC,Female,1093.0,19,2,37,7,11.0,580,587.0,629,636.0,20815.0,Moderate,"(479.75, 1311.0]"
102780,MO,Female,257.0,0,1,75,10,16.0,148,264.0,194,273.0,10050.0,Low,"(-0.001, 287.0]"
136372,Arizona,Male,1453.0,17,10,2,25,10.0,419,426.0,486,497.0,24530.0,Moderate,"(479.75, 1311.0]"
19581,NC,Female,821.0,0,0,64,6,25.0,427,433.0,456,475.0,15937.0,Moderate,"(365.0, 479.75]"
121410,TX,Male,931.0,12,10,47,15,15.0,416,636.0,543,725.0,29273.0,Moderate,"(479.75, 1311.0]"
99736,MO,Female,496.0,0,0,87,5,20.0,330,349.0,360,390.0,13546.0,Low,"(287.0, 365.0]"
54441,MS,Female,463.0,0,0,56,12,30.0,181,231.0,227,258.0,8369.0,Low,"(-0.001, 287.0]"
144735,CA,Female,5649.0,96,6,56,8,10.0,750,828.0,801,888.0,37961.0,High,"(479.75, 1311.0]"
39257,FL,U,1093.0,2,6,30,9,25.0,364,424.0,392,441.0,15640.0,Moderate,"(365.0, 479.75]"
136716,Arizona,Male,852.0,0,9,14,12,25.0,344,450.0,394,498.0,19967.0,Moderate,"(365.0, 479.75]"
145310,CA,Female,3100.0,79,35,25,18,20.0,133,488.0,306,497.0,18262.0,Moderate,"(287.0, 365.0]"
40351,FL,Female,1074.0,4,5,26,28,30.0,505,524.0,528,553.0,16470.0,Moderate,"(479.75, 1311.0]"
43321,FL,Female,1452.0,12,4,5,25,25.0,352,397.0,410,467.0,20619.0,Moderate,"(365.0, 479.75]"
14009,MI,Female,813.0,6,4,65,9,3.0,246,263.0,297,313.0,11406.0,Low,"(287.0, 365.0]"
187517,TX,Male,333.0,0,1,81,16,25.0,205,219.0,278,319.0,10286.0,Low,"(-0.001, 287.0]"
22924,SC,Female,536.0,0,0,88,4,10.0,261,296.0,278,307.0,8438.0,Low,"(-0.001, 287.0]"
65124,MI,Female,850.0,2,0,88,8,5.0,484,501.0,465,495.0,17174.0,Moderate,"(365.0, 479.75]"
98437,IL,Female,443.0,0,1,87,5,10.0,268,347.0,320,380.0,12966.0,Low,"(287.0, 365.0]"
54369,MS,Male,467.0,1,0,83,6,6.0,206,261.0,260,308.0,9725.0,Low,"(-0.001, 287.0]"
155856,CA,Female,1207.0,8,12,46,7,10.0,284,303.0,458,488.0,19872.0,Low,"(365.0, 479.75]"
107321,NE,Male,490.0,0,2,84,3,20.0,250,299.0,288,345.0,11320.0,Low,"(287.0, 365.0]"
139500,NM,Female,805.0,0,5,49,8,20.0,207,243.0,237,289.0,10226.0,Low,"(-0.001, 287.0]"
108381,LA,Male,638.0,0,19,54,15,20.0,220,243.0,255,291.0,11076.0,Low,"(-0.001, 287.0]"
129653,CO,Male,1208.0,2,2,38,15,15.0,571,594.0,616,660.0,20295.0,Moderate,"(479.75, 1311.0]"
102795,MO,Male,198.0,0,0,86,15,10.0,208,252.0,261,297.0,9961.0,Low,"(-0.001, 287.0]"
178085,OR,Male,443.0,0,5,21,10,20.0,204,218.0,232,267.0,9473.0,Low,"(-0.001, 287.0]"
12819,MO,Female,1284.0,35,3,74,13,20.0,410,539.0,532,642.0,24921.0,Moderate,"(479.75, 1311.0]"
99543,MO,Male,675.0,1,1,81,5,15.0,312,352.0,343,365.0,10538.0,Low,"(287.0, 365.0]"
65804,MI,Female,668.0,0,11,75,6,10.0,272,369.0,311,391.0,17206.0,Low,"(287.0, 365.0]"
35947,FL,Female,575.0,0,17,27,7,14.0,232,259.0,255,289.0,9634.0,Low,"(-0.001, 287.0]"
152961,CA,Female,2375.0,75,13,36,20,8.0,428,471.0,535,571.0,23387.0,Moderate,"(479.75, 1311.0]"
161129,CA,Female,1091.0,9,2,62,11,20.0,330,348.0,382,397.0,14093.0,Low,"(365.0, 479.75]"
177315,OR,Male,1015.0,5,8,38,8,15.0,354,360.0,404,422.0,13340.0,Low,"(365.0, 479.75]"
104755,KS,Male,1413.0,21,3,16,8,16.0,634,665.0,727,755.0,27583.0,Moderate,"(479.75, 1311.0]"
147838,CA,Female,3738.0,86,24,42,16,20.0,534,581.0,599,683.0,26455.0,Moderate,"(479.75, 1311.0]"
182748,WA,Male,849.0,10,4,48,13,12.0,281,327.0,327,380.0,14308.0,Low,"(287.0, 365.0]"
177238,OR,Female,871.0,8,2,45,9,12.0,309,344.0,362,390.0,15151.0,Low,"(287.0, 365.0]"
191138,TX,Female,571.0,1,2,67,15,15.0,300,333.0,336,366.0,10689.0,Low,"(287.0, 365.0]"
133932,WA,Male,0.0,0,4,29,4,5.0,55,68.0,63,89.0,8170.0,Low,"(-0.001, 287.0]"
120608,TX,Female,375.0,0,4,72,15,15.0,182,207.0,208,232.0,8256.0,Low,"(-0.001, 287.0]"
11562,CA,Female,3435.0,91,26,40,32,50.0,490,546.0,560,614.0,26467.0,Moderate,"(479.75, 1311.0]"
87541,WA,Female,466.0,0,4,61,5,5.0,211,252.0,244,289.0,10094.0,Low,"(-0.001, 287.0]"
1722,CA,Male,1668.0,12,9,60,13,10.0,648,664.0,663,668.0,20187.0,Moderate,"(479.75, 1311.0]"
32843,FL,Male,546.0,0,0,63,15,15.0,283,256.0,344,322.0,10785.0,Low,"(287.0, 365.0]"
77439,WI,Male,713.0,0,2,91,11,17.0,360,372.0,408,429.0,12547.0,Low,"(365.0, 479.75]"
140457,NM,Male,576.0,1,0,51,6,10.0,263,355.0,304,338.0,12326.0,Low,"(287.0, 365.0]"
70144,FL,Female,585.0,0,0,33,13,15.0,459,393.0,445,427.0,8656.0,Moderate,"(365.0, 479.75]"
157947,CA,Female,2022.0,52,14,44,4,5.0,441,534.0,496,569.0,21300.0,Moderate,"(479.75, 1311.0]"
137680,Arizona,Female,786.0,2,2,27,6,5.0,220,264.0,274,318.0,11624.0,Low,"(-0.001, 287.0]"
153708,CA,Female,1406.0,21,21,35,15,21.0,431,536.0,453,556.0,21369.0,Moderate,"(365.0, 479.75]"
27217,GA,Female,503.0,1,0,84,20,15.0,239,275.0,287,324.0,10308.0,Low,"(-0.001, 287.0]"
1442,MO,Female,1602.0,32,4,67,18,24.0,459,475.0,561,593.0,18855.0,Moderate,"(479.75, 1311.0]"
38327,FL,Male,736.0,0,69,16,10,11.0,274,276.0,311,316.0,11510.0,Low,"(287.0, 365.0]"
109287,LA,Female,393.0,0,0,92,4,5.0,130,147.0,178,213.0,5559.0,Low,"(-0.001, 287.0]"
77784,WI,Female,987.0,2,1,80,10,16.0,430,469.0,476,521.0,18625.0,Moderate,"(365.0, 479.75]"
22098,NC,Female,529.0,1,2,73,2,2.0,254,301.0,284,326.0,11595.0,Low,"(-0.001, 287.0]"
156224,CA,Male,4933.0,94,14,26,26,30.0,691,736.0,762,816.0,37073.0,Moderate,"(479.75, 1311.0]"
169224,CA,Female,1178.0,0,3,48,15,36.0,482,507.0,543,573.0,16952.0,Moderate,"(479.75, 1311.0]"
146341,CA,Male,2397.0,77,13,47,9,20.0,409,486.0,402,459.0,16946.0,Moderate,"(365.0, 479.75]"
102630,MO,Male,651.0,0,0,75,3,5.0,336,415.0,395,459.0,15058.0,Moderate,"(365.0, 479.75]"
119362,TX,Female,1711.0,34,2,66,16,45.0,400,806.0,566,810.0,33841.0,High,"(479.75, 1311.0]"
92962,CA,Male,3663.0,87,14,52,20,20.0,749,777.0,784,818.0,27400.0,High,"(479.75, 1311.0]"
14420,SC,Female,473.0,0,0,80,8,10.0,300,319.0,333,373.0,11482.0,Low,"(287.0, 365.0]"
157687,CA,Female,4954.0,99,6,55,7,15.0,1106,1195.0,1086,1146.0,42857.0,Very High,"(479.75, 1311.0]"
145436,TX,Male,775.0,1,5,59,25,10.0,494,465.0,489,467.0,14903.0,Moderate,"(479.75, 1311.0]"
62795,IN,Female,505.0,1,1,43,20,20.0,273,330.0,316,356.0,10974.0,Low,"(287.0, 365.0]"
80153,WI,Male,416.0,0,2,62,15,5.0,247,297.0,292,340.0,11789.0,Low,"(287.0, 365.0]"
21107,NC,Female,678.0,4,1,56,8,7.0,260,289.0,303,335.0,11906.0,Low,"(287.0, 365.0]"
164551,CA,Female,1158.0,3,3,64,4,3.0,369,398.0,373,386.0,11592.0,Moderate,"(365.0, 479.75]"
53485,TN,Female,861.0,0,6,44,7,7.0,248,314.0,278,328.0,16517.0,Low,"(-0.001, 287.0]"
25331,SC,Female,407.0,0,1,79,16,22.0,157,193.0,221,260.0,7762.0,Low,"(-0.001, 287.0]"
189130,IL,Male,1094.0,2,23,66,20,51.0,363,388.0,421,444.0,15967.0,Moderate,"(365.0, 479.75]"
190840,IL,Male,485.0,0,3,60,21,25.0,297,309.0,329,340.0,10899.0,Low,"(287.0, 365.0]"
341,GA,Female,517.0,0,0,87,11,25.0,327,375.0,389,416.0,12605.0,Low,"(365.0, 479.75]"
109240,LA,Male,445.0,1,0,96,6,7.0,180,210.0,226,256.0,7560.0,Low,"(-0.001, 287.0]"
6028,NE,Male,2458.0,73,6,56,13,15.0,1178,1203.0,1095,1118.0,58088.0,Very High,"(479.75, 1311.0]"
169722,CA,Female,1428.0,3,29,49,25,20.0,301,277.0,322,297.0,9201.0,Low,"(287.0, 365.0]"
91467,IL,Female,693.0,1,0,81,6,8.0,407,399.0,390,386.0,11864.0,Moderate,"(365.0, 479.75]"
88537,IL,Male,873.0,0,4,75,3,5.0,211,291.0,251,319.0,14513.0,Low,"(-0.001, 287.0]"
162740,CA,Female,2807.0,92,21,58,12,14.0,478,497.0,504,542.0,17103.0,Moderate,"(479.75, 1311.0]"
123622,TX,Male,351.0,0,19,61,14,25.0,241,278.0,283,304.0,9113.0,Low,"(-0.001, 287.0]"
12370,CA,Female,2067.0,53,10,54,450,20.0,489,534.0,540,583.0,19624.0,Moderate,"(479.75, 1311.0]"
91453,IL,Female,999.0,12,2,80,18,21.0,411,453.0,465,496.0,15934.0,Moderate,"(365.0, 479.75]"
42543,FL,Male,419.0,1,8,53,8,20.0,218,243.0,277,305.0,9540.0,Low,"(-0.001, 287.0]"
89768,IL,Male,962.0,1,11,69,5,11.0,327,479.0,361,465.0,14486.0,Moderate,"(287.0, 365.0]"
139175,NM,Female,542.0,1,2,56,11,10.0,220,252.0,272,298.0,9481.0,Low,"(-0.001, 287.0]"
83559,OK,Male,780.0,1,3,36,14,10.0,278,323.0,345,414.0,14360.0,Low,"(287.0, 365.0]"
113312,OK,Female,1229.0,4,4,60,5,5.0,546,649.0,555,700.0,30054.0,Moderate,"(479.75, 1311.0]"
117329,TX,Female,928.0,2,1,48,12,15.0,408,452.0,444,452.0,17067.0,Moderate,"(365.0, 479.75]"
